Activity Status,Program Number,Agency Number,Community Area,Program Type,Program Name,Hours,Contact,Description,Shipping Address,Shipping City,Shipping Zip,Service Areas,Aldermanic Ward,Cook County Commissioner Code,State Rep District,State Senator District,US Congressional District Code,FY13 - Lbs Dist,FY14 - Lbs Dist,FY15 - Lbs Dist,FY16 Lbs Dist,_,FY13 - Inds Serv,FY14 - Inds Serv,FY15 - Inds Serv,FY16  - Inds Serv,_,FY13 - Meals Served (meal programs),FY14 - Meals Served (meal programs),FY15 - Meals Served (meal programs),FY16 Meals Served (meal programs),,
INACTIVEAG,KC00213,A70009,Greater Grand Crossing,KIDS CAFE,Inner Cities Mission Network,,Rene White,,7445 S South Chicago Ave,Chicago,60619,,5,3,5,3,1,0,825,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,KC00217,A70009,Woodlawn,KIDS CAFE,Woodlawn Childrens Promise,,Garrette Horne,,,,,,20,3,26,13,1,0,"4,536",0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,KC00218,A70009,Blue Island,KIDS CAFE,TSA Blue Island: Rock Day Camp,,Lt. Bersabe Vera,,2900 W Burr Oak Ave,Blue Island,60406,,,5,27,14,1,0,"1,889","1,306",992,,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00219,A70009,Greater Grand Crossing,KIDS CAFE,Project Hood- New Begin Church,,Brian McCoy,,6620 S King Dr,Chicago,60637,,20,2,5,3,1,0,"1,626","2,843","3,053",,0,0,0,0,,0,0,0,0,,
INACTIVEAG,KC00235,A70009,Robbins,CACFP,MFS Kellar Middle School,MTWR - 3:00-3:30pm,Monica Pitts,CACFP 2015 - Cold,14123 S. Lydia Ave,Robbins,60472,Closed Program,,5,30,15,1,0,0,"1,176","6,144",,0,0,0,0,,0,0,0,0,,
INACTIVEFB,KC00239,A70009,Blue Island,KIDS CAFE,The Salvation Army,MTWTF - Breakfast 9:00AM-9:30AM and  Lunch 12:00PM-12:30PM,Linda Rager,SFSP 2015 - Cold,2900 W. Burr Oak Ave.,Blue Island,60406,Open Site,,5,27,14,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00240,A70009,Woodlawn,SFSP,Blackstone Bicycle Works,Breakfast-9:00AM-10:00AM and  Lunch - 12:00PM-1:00PM,Jamel Triggs,SFSP 2016 - Cold,6100 S. Blackstone Ave.,Chicago,60637,Open Site,20,3,25,13,1,0,0,90,"2,602",,0,0,0,0,,0,0,0,0,,
INACTIVEFB,KC00241,A70009,Calumet Park,KIDS CAFE,Community Covenant Church,MTWTF - Breakfast 9:00AM-10:00AM and  Lunch 12:00PM-1:00PM,Pauline Love,SFSP 2015 - Cold,12446 South Loomis,Calument Park,60827,Open Site,,5,28,14,1,0,0,248,"1,518",,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00250,A70009,Woodlawn,SFSP,MetroSquash,,Tammo POlingo,SFSP 2016,6100 S. Cottage Grove,Chicago,60637,Closed site,20,3,5,3,1,0,0,0,"3,033",,0,0,0,0,,0,0,0,0,,
INACTIVEFB,KC00262,A70009,Greater Grand Crossing,KIDS CAFE,Chatham-Avalor Nursery School,MTWTF- Breakfast: 7:30AM-8:30AM and Lunch: 11:30PM-12:30PM,T. Love,SFSP 2015 Cold,26 East 79th Street,Chicago,60619,Closed site,6,4,34,17,1,0,0,514,"2,633",,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00263,A70009,Roseland,SFSP,Chicago State Univ. Continuing,,Nelly Maynard,,9501 S. King Drive -Jacoby,Chicago,60628,,9,4,34,17,1,0,0,165,"2,941",,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00264,A70009,Auburn Gresham,SFSP,Christian Community Health,MTWTF - Breakfast: 7AM-8AM and Lunch: 12PM-1PM,Carla Davis,SFSP 2016 - Cold,8025 S. Honore,Chicago,60620,Closed site,17,3,31,16,1,0,0,243,"1,474",,0,0,0,0,,0,0,0,0,,
INACTIVEAG,KC00265,A70009,Roseland,KIDS CAFE,Christian Stem Scholard Academ,MTWTF - Lunch: 12PM-12:30PM and Snacks 3PM-3:30PM,Merry Lee Hill,SFSP 2015- Cold,9406 S. Perry Ave,Chicago,60620,Closed site,21,4,27,14,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00271,A70009,Washington Heights,SFSP,CHA-Lowden,MTWTF - Breakfast: 8:30AM-10:00AM and Lunch: 12:00PM-2:00PM,April N. Davis,SFSP 2016 - Hot,228A West 95th Street,Chicago,60628,Open site,21,4,27,14,1,0,0,583,"2,593",,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00275,A70009,Grand Boulevard,SFSP,CHA- Washington Park 40th,MTWTF- Breakfast 8:30AM-10:00AM and Lunch: 12:00PM-2:00AM,April N. Davis,SFSP 2016 - Hot,627 East 40th Street,Chicago,60653,Open site,4,3,26,13,1,0,0,291,"1,880",,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00276,A70009,Douglas,SFSP,CHA- SESS-Giles,MTWTF - Breakfast: 8:30AM-10:00AM and Lunch: 12:00PM-2:00PM,April N. Davis,SFSP 2016 HOt,3555 S. Giles,Chicago,60653,Open site,3,3,5,3,1,0,0,236,"1,726",,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00282,A70009,Beverly,SFSP,Triedstone Church,,Lynn Munson,,1415 W. 104th Street,Chicago,60643,,19,11,35,18,1,0,0,0,"1,468",,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00283,A70009,Auburn Gresham,SFSP,Operation Restoration,MTWTF: Breakfast 9:00AM-10:00AM and Lunch 12:00PM-1:00PM,Dr. Michael Bonds,SFSP 2016 - Cold,8758 S. Peoria,Chicago,60620,Open Site,21,4,27,14,1,0,0,694,"1,766",,0,0,0,0,,0,0,0,0,,
INACTIVEFB,KC00285,A70009,Chatham,KIDS CAFE,Chatham Fields,MTWTF: Breakfast 8:00AM-9:00AM and Lunch 12:00PM-1:00PM,Kia Swann,SFSP 2015 - Cold,8050 S. St. Lawrence,Chicago,60619,Closed Site,6,4,34,17,1,0,0,469,959,,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00289,A70009,Englewood,SFSP,Lez Enfants Academy,MTWTF: Breakfast 8:30-9:30am; Lunch 11:30am-12:30pm,Katrina Winters,SFSP 2016 - Cold,7209 S. Halsted,Chicago,60621,Closed Program,6,2,31,16,1,0,0,432,"3,384",,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00290,A70009,Englewood,CACFP,Imagine Englewood If,MTWTF: Lunch 11:30AM-12:30PM and Snack 2:30PM-3:30PM,Geri Harston,SFSP 2015 - Cold,730 W. 69th Street,Chicago,60621,Open Program,6,2,32,16,1,0,0,138,"4,323",,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00291,A70009,Woodlawn,SFSP,HHW School For the Performing,MTW: Lunch 11:00AM-11:30AM,Velvet Gunn,SFSP 2016 - Cold,6400 S. Kimbark Ave.,Chicago,60637,Closed Program,20,3,26,13,1,0,0,0,474,,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00292,A70009,Chatham,SFSP,St. Mark United Methodist Chur,MTWTF: Breakfast 9:00AM-9:45AM and Lunch 12:00PM-12:45PM,Cliftena Kirkling,SFSP 2016 - Cold,8441 S. St. Lawrence,Chicago,60619,Closed Site,6,4,34,17,1,0,0,809,393,,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00294,A70009,Greater Grand Crossing,SFSP,Chatham Enrichment Center,MTWTF: Breakfast 8:30AM-9:30AM and Lunch 12:00PM-1:00PM,Dechet Winston,SFSP 2016 - Hot,8221 S. State,Chicago,60619,Closed Program,6,4,34,17,1,0,0,728,"2,580",,0,0,0,0,,0,0,0,0,,
INACTIVEFB,KC00306,A70009,Englewood,KIDS CAFE,United In Love M.B. Church,MTWTF Breakfast: 8:30AM-9:00AM and Lunch: 11:30AM-12:15PM,Darnise Shaw,SFSP-Cold,7010 S. Halsted,Chicago,60621,Open Site,6,2,32,16,1,0,0,0,401,,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00315,A70009,South Holland,SFSP,PRC Learning Center Inc.,MTWF(no thursday)   Lunch: 12:00PM-12:30PM; PM Sbnack 3:00-4:00pm,Carl Pearson,SFSP 2016- Cold,401 E. 162nd Street,South Holland,60473,Closed  Site,3,3,5,3,1,0,0,0,"1,069",,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00318,A70009,Beverly,SFSP,Universal Family Connection,,Karen Kelley,,1350 W. 103rd St.,Chicago,60643,,34,5,27,14,1,0,0,385,"2,400",,0,0,0,0,,0,0,0,0,,
INACTIVEFB,KC00322,A70009,Oakland,KIDS CAFE,Oakwood Shores,MTWTF Lunch: 11:00AM-12:00PM and Snack: 2:00PM-2:20PM,Anthony Townsend,SFSP 2015-Cold,3859 S. Vincennes,Chicago,60653,Closed Site,4,3,26,13,1,0,0,0,"2,954",,0,0,0,0,,0,0,0,0,,
INACTIVEFB,KC00323,A70009,Greater Grand Crossing,KIDS CAFE,House of Prayer and Healing,MTWTF Lunch: 11:00AM-12:00PM and Snack: 1:15PM-2:00PM,Pastor Arlene Farmer,SFSP 2015-Cold,235 E. 69th Street,Chicago,60619,Open Site,6,2,32,16,1,0,0,0,458,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,KC00326,A70009,Greater Grand Crossing,KIDS CAFE,New Everlasting Faith Min,MTWTF Breakfast: 10:00AM-11:30AM and Lunch: 12:30PM-2:00PM,Evelyn Adams,SFSP 2015-Hot,6952 S. Wentworth Avenue,Chicago,60621,Open Site,6,2,32,16,1,0,0,173,0,,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00329,A70009,South Chicago,SFSP,St. Thomas,MTWTF Lunch 11:15-12:00pm; PM Snack 3:00-3:15pm,Adrianna Butcher Moss,SFSP 2016 Cold,8000 S. Jeffery Blvd,Chicago,60617,Open Program,8,4,33,17,1,0,0,69,"1,004",,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00330,A70009,Auburn Gresham,KIDS CAFE,Southwest Montessori Preschool,MTWTF Breakfast 9:15am-9:45am; Lunch 11:15am-12:15pm,Linda Austin,SFSP 2016-Cold,8620 S Racine Avenue,Chicago,60620,Open Site,21,4,27,14,1,0,0,144,"1,012",,0,0,0,0,,0,0,0,0,,
INACTIVEAG,KC00334,A70009,West Englewood,KIDS CAFE,Major E. Robinson Comm Center,MTWTF Breakfast: 8:30AM-9:00AM and Lunch: 12:00PM-1:00PM,Abriana Robinson,SFSP 2015-Cold,7258 S. Racine,Chicago,60636,Open Site,6,2,31,16,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00337,A01135,Washington Park,SFSP,Greater Metro M.B. Church,MTWTF Breakfast: 8:30AM-9:00AM and Lunch: 12:00PM-12:30PM,"Marcia Reaves",SFSP 2016,5856 S. Wabash Avenue,Chicago,60637,Closed Site,20,2,5,3,1,0,0,0,"1,863",,0,0,0,0,,0,0,0,0,,
INACTIVEFB,KC00339,A70009,Greater Grand Crossing,SFSP,Park Manor Christian Church,MTWTF: Breakfast: 9:00AM-9:30AM and Lunch: 12:00PM-12:30PM,Phyllis L. McCune,SFSP 2016-Cold,600 E. 73rd Street,Chicago,60619,Closed Site,6,3,32,16,1,0,0,403,56,,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00340,A70009,Englewood,SFSP,CHA - Kennedy King College,MTWT: Breakfast 8:00am-9:00am and Lunch 12:00pm-1:00pm,April Davis,SFSP 2016 - Cold,740 W. 63rd St.,Chicago,60621,Closed Program,16,2,6,3,1,0,0,370,"4,283",,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00349,A70009,Grand Boulevard,SFSP,CHA - Washington Park 45th,MTWTF: Breakfast 8:30am-10:00am and Lunch 12:00pm-2:00pm,April Davis,SFSP 2016 - Hot,713 E. 45th Street,Chicago,60653,Open Program,4,3,26,13,1,0,0,291,"2,465",,0,0,0,0,,0,0,0,0,,
INACTIVEFB,KC00363,A70009,West Englewood,KIDS CAFE,St.John Evangelist M.B. Church,MTWTF Lunch: 11:30AM-1:30PM,Lenetta Cole,SFSP 2015-Cold,1234 W. 63rd Street,Chicago,60636,Open Program,16,2,6,3,1,0,0,481,"1,214",,0,0,0,0,,0,0,0,0,,
INACTIVEFB,KC00365,A70009,Greater Grand Crossing,KIDS CAFE,St. Mark A.M.E. Zion Church,MTWTF Breakfast: 9:00AM-10:30AM and Lunch: 11:30AM-1:00PM,Armatine Cook,SFSP 2015-Cold,7358 S. Cottage Grove Avenue,Chicago,60619,Open Program,6,3,34,17,1,0,0,648,"3,149",,0,0,0,0,,0,0,0,0,,
INACTIVEFB,KC00366,A70009,Chatham,KIDS CAFE,New Covenant Life,MTWTF Breakfast: 9:30AM-10:00AM and Lunch: 12:30PM-1:00PM,Yvonne White,SFSP 2015-Cold,9321 South Cottage Grove,Chicago,60619,Open Site,8,4,33,17,1,0,0,0,231,,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00367,A70009,Greater Grand Crossing,SFSP,South Shore Drill Team,,Steven Washington,,7200 S. Ingleside Avenue,Chicago,60619,,5,3,5,3,1,0,0,275,"4,394",,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00371,A00915,Greater Grand Crossing,SFSP,Martin Temple AME Zion,,Debbie Marshall,,6930 Cottage Grove,Chicago,60637,Closed Program,20,3,5,3,1,0,0,0,124,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,KC00373,A70009,Greater Grand Crossing,KIDS CAFE,Parkway Garden Apartments,MTWTF: Breakfast 10:15am-10:45am and Lunch 1:00pm-1:30PM,Jennifer Maddox,SFSP 2015 - Cold,6311 S. Calumet Ave.,Chicago,60637,Closed Program,20,2,5,3,1,0,0,0,"4,455",,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00379,A70009,Woodlawn,SFSP,Community Film Workshop of Chi,MTWTF: Lunch 1:30pm-2:00pm,Margaret Caples,SFSP 2016 - Cold,6200 S. Drexel Ave.,Chicago,60637,Closed Program,20,3,26,13,1,0,0,231,"1,194",,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00384,A70009,Chatham,SFSP,True to Life Foundation,M-F: Lunch 1:00pm-2:00pm and Snack 4:00pm-4:30pm,Rashib Taylor-Davis,SFSP 2016 - Cold,1712 E. 87th Street,Chicago,60617,Closed Program,8,4,33,17,1,0,0,275,986,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,KC00385,A70009,Englewood,KIDS CAFE,Union Tabernacle Miss Baptist,MTWTF Breakfast: 9:00AM-10:00AM and Lunch: 12:00PM-1:00PM,Mozena Williams,SFSP 2015- Cold,6623 S. Stewart Ave,Chicago,60621,Open Program,6,2,6,3,1,0,0,0,926,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,KC00388,A70009,Englewood,KIDS CAFE,Robeson Football,MTWTF Snack: 3:00PM-3:30PM and Supper: 6:00PM-6:30PM,Fabray Collins,SFSP 2015- Cold,6835 S. Normal,Chicago,60621,Open program,6,2,32,16,1,0,0,722,"5,391",,0,0,0,0,,0,0,0,0,,
INACTIVEFB,KC00390,A70009,Chatham,KIDS CAFE,Dorothy Sutton Branch,MTWTF Breakfast: 8:30AM-9:00AM and Lunch: 11:30AM-12:30PM,Janice Williams,SFSP 2015-Cold,8601 S. State St.,Chicago,60619,Closed Program,6,4,34,17,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,KC00398,A70009,Calumet Heights,KIDS CAFE,Masjid Al Farooq,MTWTF Breakfast: 8:00AM-8:30AM and Lunch 1:00PM-2:00PM,Sohair Omar,SFSP 2015-Cold,8950 S. Stony Island Ave,Chicago,60617,Closed Program,8,4,33,17,1,0,0,0,688,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,KC00401,A70009,Auburn Gresham,KIDS CAFE,Providence Missionary Baptist,MTWTF Breakfast: 9:00AM-9:30AM and Lunch: 12:00PM-12:30PM,Dr. Dolly A. Robinson,SFSP 2015-Cold,8401 S. Ashland Ave,Chicago,60620,Open Program,21,4,36,18,1,0,0,116,817,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,KC00402,A00007,Grand Boulevard,KIDS CAFE,Kenwood Oakland Org- Grant Mem,MTWTF Lunch: 12:00PM-12:30PM,AJ McDowell,SFSP 2015-Cold,4242 S. Cottage Grove,Chicago,60653,Closed Program,4,3,26,13,1,0,0,0,248,,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00403,A70009,West Pullman,SFSP,West Pullman Church of God,MTWTF Lunch: 12:00PM-1:00PM,Rev. Samuel Strachan,SFSP 2016-Cold,322 W. 119th Street,Chicago,60628,Open Program,34,5,28,14,1,0,0,0,358,,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00408,A70009,Chatham,SFSP,Commonwealth Community Church,MTWTF Breakfast: 8:30AM-9:00AM and Lunch: 12:00PM-12:30PM,Dr. William Samuels,SFSP 2016- Cold,140 W. 81st St,Chicago,60620,Open Program,17,3,34,17,1,0,0,986,"1,700",,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00415,A70009,Humboldt Park,SFSP,River City Community,,Brandon Green,,,,,,,5,28,14,1,0,0,0,188,,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00416,A70009,Washington Park,SFSP,Church of the Good Shepherd,,William Warren,,,,,,,5,28,14,1,0,0,0,94,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,KC00437,A70009,Greater Grand Crossing,KIDS CAFE,Mt. Hermon Baptist Church,MTWTF Breakfast 10:15am-11:00am and Lunch 1:15pm-2:00pm,Loisteen Walker,SFSP 2015 - Cold,7848 S. Normal St.,Chicago,60620,Closed Program,17,3,31,16,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,KC00440,A70009,West Englewood,KIDS CAFE,Back to God All Nations Church,Lunch 11-11:45,Brenda Crushshon,SFSP 15 Cold meals,,,,Open,17,2,31,16,1,0,0,193,220,,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00442,A70009,Greater Grand Crossing,SFSP,True Light Baptist,,Cassandra Kidd,,,,,,8,3,34,17,1,0,0,0,"1,645",,0,0,0,0,,0,0,0,0,,
INACTIVEFB,KC00445,A70009,Douglas,KIDS CAFE,Wildcats Foodball,,David Brown,SFSP15,,,,Closed Program,3,3,5,3,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,KC00447,A70009,West Pullman,KIDS CAFE,Kings Dominion Church,,Chris Wetherspoon,SFSP 15,,,,Closed,34,5,27,14,1,0,0,0,486,,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00449,A70009,Englewood,SFSP,Antioch Haven Homes,"MTRFBreakfast - 9-11, Lunch 12-1",LaTonya Bryant,SFSP 16 Cold,420 W 63rd St,Chicago,60621,Open,20,2,6,3,1,0,0,139,"2,297",,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00452,A70009,Greater Grand Crossing,SFSP,Lighthouse Apostolic Faith,,Danielle Adams,SFSP15,,,,Closed,6,4,34,17,1,0,0,0,357,,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00455,A70009,Posen,SFSP,Abounding Life Church,MTWH Lunch 12:00-1:00pm,Robbie Weathington,SFSP 2016 Cold,14615 Mozart,Posen,60469,Closed,,5,30,15,1,0,0,0,"1,079",,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00457,A00845,Greater Grand Crossing,SFSP,Parkway Gardens Christian Chur,,June Shorter,SFSP 16,,,,Closed,20,2,5,3,1,0,0,0,"2,719",,0,0,0,0,,0,0,0,0,,
INACTIVEFB,KC00459,A70009,Englewood,KIDS CAFE,Action Coalition of Englewood,MTR,Henry Raven,SFSP 15,,,,Open,16,2,6,3,1,0,0,0,"1,993",,0,0,0,0,,0,0,0,0,,
ACTIVE,KC00470,A70009,South Shore,CACFP,"Global Girls, Inc.",,Marvinetta Penn,CACFP 2016,8151 S South Chicago,Chicago,60617,closed,8,4,33,17,1,0,0,0,"3,422",,0,0,0,0,,0,0,0,0,,
ACTIVE,KM00005,A70004,Englewood,HKM,Parker Community Academy,Thursday: 1:30 pm,Rufina Brown,Healthy Kids Market,6800 S Stewart Ave,Chicago,60621,Closed Program - families with students in the school only,6,2,32,16,1,"85,556","118,116","118,453","118,523",,"14,243","16,411","17,611","19,100",,0,0,0,0,,
INACTIVEAG,KM00007,A70004,Woodlawn,HKM,Sexton Elementary,Thursday: 2:45-3:45pm,Rogene Avery,Healthy Kids Market,6020 S Langley Ave,Chicago,60637,Closed Program - families of students attending this school only,20,3,5,3,1,"88,434",0,0,0,,"19,511",0,0,0,,0,0,0,0,,
ACTIVE,KM00012,A70004,Chatham,HKM,Jane A. Neil Elementary,4th Thursday: 2:00 pm - 4:30 pm,Angela Davis,Healthy Kids Markets/Meals for Minds - Rachel Winston came to HKM training,8555 S Michigan Ave,Chicago,60619,Closed Program - Families of students attending this school only,6,4,34,17,1,"62,897","82,106","37,420","42,592",,"2,976","4,207","2,704","5,882",,0,0,0,0,,
ACTIVE,KM00016,A70004,Woodlawn,HKM,Fiske Elementary,Tuesday: 3:15 pm - 4:15 pm,Nina Longino,Healthy Kids Market,6020 S Langley Ave,Chicago,60637,Closed Program - Open to families with children attending the school only,20,3,5,3,1,0,"97,710","133,052","109,824",,0,"14,338","17,423","16,294",,0,0,0,0,,
ACTIVE,KM00026,A70004,West Pullman,HKM,Higgins Community Academy,1st/3rd Tuesdays 2:00PM-3:30PM,Emika Canty-Beaco,Healthy Kids Market,11710 S. Morgan St.,Chicago,60643,Closed Program,34,5,27,14,1,0,0,0,"10,979",,0,0,0,"2,119",,0,0,0,0,,
ACTIVE,KM00027,A70004,Auburn Gresham,HKM,Cook Elementary School,1st/3rd Tuesdays -TBD,Narineh Gharashor,Healthy Kids Market,8150 S. Bishop,Chicago,,Closed Program,21,3,31,16,1,0,0,0,"10,737",,0,0,0,"1,015",,0,0,0,0,,
ACTIVE,KM00028,A70004,West Englewood,HKM,Randolph Elementary,1st/3rd Friday 2:00-3:30,,Healthy Kids Market,"7316 S Hoyne Ave",Chicago,60636,Closed Program,17,2,31,16,1,0,0,0,"12,884",,0,0,0,"1,645",,0,0,0,0,,
ACTIVE,KM00033,A70004,Ashburn,HKM,Sarah E. Goode STEM Academy,Wed/Thur 4:00-6:00pm,Jamal Little,Healthy Kids Market,"7651 S Homan Ave",Chicago,60652,Closed,18,3,32,16,1,0,0,0,"13,264",,0,0,0,0,,0,0,0,0,,
INACTIVEFB,MP00002,A01217,Greater Grand Crossing,GCFD-MP,St. Columbanus,Every 3rd Wednesday: 4:00 pm - 6:00 pm,LaVerne Morris,MOBILE PANTRY,331 E 71st St,Chicago,60619,Cook County,6,3,32,16,1,"15,272",0,0,0,,0,0,0,509,,0,0,0,0,,
INACTIVEFB,MP00006,A01217,Washington Park,GCFD-MP,Metro Community Outreach,Nov and Dec Holida MP Dist.,Deborah  Jossell,MOBILE PANTRY,5856 S Wabash Ave,Chicago,60637,Cook County,20,2,5,3,1,0,0,0,0,,0,0,0,"1,202",,0,0,0,0,,
INACTIVEAG,MP00010,A01217,Washington Park,GCFD-MP,Goodlife Food Pantry,Every 4th Thursday: 4:00 pm - 6:00 pm,Lorraine Appleton,MOBILE PANTRY,208 E 61st St,Chicago,60637,Cook County,20,2,5,3,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,
ACTIVE,MP00030,A01217,Greater Grand Crossing,GCFD-MP,Inner-City Missions Network,Every 4th Wednesday: 4:00 pm - 6:00 pm,Rene White,MOBILE PANTRY,7445 S South Chicago Ave,Chicago,60619,Cook County,5,3,5,3,1,"240,724","134,396","146,347","119,416",,"10,071","9,290","8,731","6,541",,0,0,0,0,,
INACTIVEFB,MP00034,A90000,Greater Grand Crossing,FOODBOX,Mt.Hermon Missionary Baptist,Friday: 1:30 - 3:30 p.m.,Theodore Carter,DFSS - Mobile Pantry,7848 S Normal Ave,Chicago,60620,City of chicago,17,3,31,16,1,"7,925",0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,MP00041,A90000,Woodlawn,FOODBOX,Cosmopolitan Church of Prayer,,Julius Union,,842 E 65th St,Chicago,60637,,20,3,26,13,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,MP00045,A90098,Chatham,FOODBOX,Chatham Satellite Senior Cente,,Christine Boyd,,8300 S Cottage Grove Ave,Chicago,60619,,6,4,34,17,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,MP00046,A90000,Chatham,FOODBOX,Bethlehem Star Baptist Church,,Pastor Watkins,,9231 S Cottage Grove Ave,Chicago,60619,,8,4,33,17,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,MP00047,A90000,Englewood,FOODBOX,Hope Organization,,Pastor Watkins,,6921 S Halsted St,Chicago,60621,,6,2,32,16,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,MP00048,A90000,Englewood,FOODBOX,Full Gospel Outreach Ministrie,,Denise Martinez,,910 W 65th St,Chicago,60621,,16,2,6,3,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,MP00049,A90098,Woodlawn,FOODBOX,Harris Park -DFSS Service Fair,,,,6200 S Drexel Ave,Chicago,60637,,20,3,26,13,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,MP00053,A90098,Auburn Gresham,FOODBOX,Foster Park-DFSS Service Fair,,Marcos Rodriguez,,1440 W 84th St,Chicago,60620,,21,4,31,16,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,MP00058,A90098,Greater Grand Crossing,FOODBOX,Grand Crossing Park - DFSS SER,,Marcos Rodriguez,,7655 S Ingleside Ave,Chicago,60619,,8,3,5,3,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,MP00060,A90098,Woodlawn,FOODBOX,The Woodlawn Organization,,Ines Bolanos,,1508 E 63rd St,Chicago,60637,,5,3,25,13,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,MP00062,A90098,South Chicago,FOODBOX,Southeast (Atlas) Center,,Robin Tillitson,,1767 E 79th St,Chicago,60625,,8,4,33,17,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,MP00065,A01217,Englewood,GCFD-MP,Will Feed Community Org.,Every 4th Wednesday: 4:30 pm - 6:30 pm,Jay Jones,MOBILE PANTRY,6401 S Sangamon St,Chicago,60621,Cook County,16,2,6,3,1,"93,506",0,0,0,,"4,501",0,0,0,,0,0,0,0,,
INACTIVEFB,MP00068,A90098,Roseland,FOODBOX,Abbott Park Satellite Senior C,,Robin Tillitson,,49 E 95th St,Chicago,60619,,9,4,34,17,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,MP00072,A90098,Greater Grand Crossing,FOODBOX,Mt. Hermon MBC,,Theodore Garter,,7848 S Normal Ave,Chicago,60620,,17,3,31,16,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,MP00076,A90000,Englewood,FOODBOX,St. Paul Missionary Baptist Ch,,Rev. Milton Houston,ARRA - MP,6954 S Union Ave,Chicago,60621,City of chicago,6,2,32,16,1,"23,776",0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,MP00079,A90000,Auburn Gresham,FOODBOX,Changing Life Education Initia,,Audrey Johnson,,7901 S Sangamon St,Chicago,60620,,17,3,31,16,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,MP00081,A90000,Roseland,FOODBOX,Covenant Faith Church of God,,Laverene Collins,,10505 S Halsted St,Chicago,60628,,34,5,28,14,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,
